original_id,document,label,ref,gen,summac_zs,summac_conv
32194318,"The incident happened on the A98, three miles from Fraserburgh, at about 22:15 on Sunday.
The female driver, who was the only person in the vehicle, was taken to Aberdeen Royal Infirmary for treatment.",unreconstructable,A woman has suffered serious head injuries in a single-vehicle crash in Aberdeenshire.,A woman has been taken to hospital following a one-vehicle crash in Aberdeenshire.,0.013553619384765625,0.20396699011325836
32214200,"The vote in the St Louis suburb is the first since the death of Michael Brown last August led to protests.
A federal investigation found racial bias in the Ferguson police department was widespread.
Two-thirds of Ferguson's residents are black and now half the council.
Shortly after the results came out, a video emerged showing an unarmed black man being shot dead by a police officer in South Carolina.
State investigators said the officer, Michael Slager, would be charged with murder after the video showed him firing at Walter Lamer Scott who was running away.
Turnout in Ferguson increased from 12% at the last elections, in 2013, to 29%.
Wesley Bell, who defeated another black candidate in Ferguson's third ward, said: ""This community came out in record numbers to make sure our voices were heard.
""When you have a community engaged, the sky is the limit.""
A drive by activists to register new voters and encourage previously disenfranchised residents to vote appeared to have paid off.
""People in general want to see change,"" Ferguson Mayor James Knowles told the Reuters news agency.
Ella Jones defeated another black candidate and two white candidates in Ferguson's first ward to become the first black woman on the council.
Black residents in Ferguson protested for several days last August after Mr Brown was shot dead by St Louis police officer Darren Wilson.
The protests spread nationwide in November when it was announced that Mr Wilson, who has since left the police, would not be charged.
US police have faced severe criticism from rights groups in the wake of Mr Brown's death, with a series of high-profile deaths of unarmed black men in police custody.",reconstructable,"Voters in Ferguson, Missouri, where last year an unarmed black teenager was shot dead by police, have tripled the number of African-Americans on the six-member council from one to three.",Two black candidates have won seats on the Ferguson City Council in the US state of Missouri.,-0.7479171752929688,0.21576768159866333
32223326,"Lindsay Rimer, 13, was found in the Rochdale Canal five months after she disappeared in Hebden Bridge in November 1994.
Despite extensive police inquiries, her killer has never been found.
Kate Rimer said not knowing what happened to her little sister had been a ""life sentence"" for their family.
Lindsay left her home in Cambridge Street at about 22:00 GMT and visited the Trades Club in Home Street.
The last known sighting of her was caught on CCTV 20 minutes later as she bought cornflakes at a shop in Crown Street.
Her body, which had been weighted down with a stone, was recovered about a mile upstream from the town centre.
Ms Rimer, who was 20 when Lindsay went missing, hopes speaking publicly will help anyone with information to come forward.
""From the beginning we have been filled with grief and we cannot stop the grief and instead, remember her with love until this comes to an end,"" she said.
""We miss her so much but every memory of her is tainted - it is so painful and bleeds into everything we do.
""It is about time this came to an end; it is a life sentence for this family.""
West Yorkshire Police staged a Twitter reconstruction of Lindsay's last movements in November, on the 20th anniversary of her disappearance.
Det Supt Simon Atkinson said they were still looking for a ""golden nugget"" of information to bring the killer to justice.",reconstructable,The sister of a murdered schoolgirl has spoken publicly for the first time since the discovery of the teenager's body 20 years ago.,The sister of a girl whose body was found in a canal 20 years ago has appealed for help to find her killer.,-0.49267578125,0.2150607854127884
32252344,"Poet Thomas was staying in Apartment 205 in the renowned hotel before his death aged 39 on 9 November, 1953.
Now developers are about to refurbish the building which will affect the layout of the apartment.
Geoff Haden, who restored the poet's Swansea birthplace, is now appealing for help to stop the work going ahead.
Mr Haden is asking for people to show ""financial and emotional support"" to the apartment's current tenant Artie Nash.
He said Mr Nash has been battling against developers refurbishing the building for nearly a decade, but work is now due to start on the entrance to the apartment.
Mr Haden said: ""Time is of the essence as the developers of Hotel Chelsea have told Artie that they are blocking up the doorway and tearing up parts of the apartment to make way for a maintenance stairwell.
""Not only is Artie desperately trying to preserve his own home, but also a small piece of literary heritage which is why we are taking on the campaign on both sides of the Atlantic.""",unreconstructable,A battle is under way to save the apartment in New York's Hotel Chelsea where Dylan Thomas slipped into a coma just four days before he died.,A campaign has been launched to save the apartment where Dylan Thomas lived in London's Hotel Chelsea.,-0.8769035339355469,0.207227885723114
32284736,"Eight of the accused, all senior managers, are charged with murder over the Soma coalmine tragedy in western Turkey last year.
The trial was adjourned until Wednesday because the court said the accused must testify in person, not via video link.
An underground fire sent deadly carbon monoxide through the mine. An inquiry criticised the mine's safety measures.
It was modern Turkey's worst industrial accident.
The trial at Akhisar, about 50km (30 miles) from Soma, drew several hundred angry relatives to the special tribunal, but police prevented them from getting in.
The BBC's Turkey correspondent Mark Lowen says the government is shielding state officials from any investigation, despite claims that they were aware of safety deficiencies at the mine but failed to act.
The managers facing murder charges could be given up to 25 years in prison.
Protests broke out after last year's disaster, fuelled by an apparently insensitive comment by President Recep Tayyip Erdogan, who was prime minister at the time. He said accidents were ""in the nature of the business"".
The International Labour Organisation says Turkey has the third-highest rate of workplace accidents in the world.",unreconstructable,Turkey has begun the trial of 45 managers and employees charged over a mine disaster which killed 301 people.,Nine people have gone on trial in Turkey over a mine disaster that killed 301 people.,-0.7075157165527344,0.21207685768604279
32402921,"Christopher Adjei, 29, of Riversdale Road, Ramsgate, pleaded guilty to assault with intent to commit a sexual offence and battery.
Kent Police said he grabbed the woman, tried to cover her mouth with his hand, and forced her to the ground in the early hours in Church Lane.
Adjei fled the scene when the woman asked what he wanted.
Officers traced Adjei after his DNA was found on the victim's coat and were able to piece together his whereabouts on 14 June 2014, the night of the attack, based on his bank details and a train ticket to Canterbury.
Det Sgt Daniel Aylett said Adjei put the victim through a terrifying experience.
A warrant was issued for Adjei's arrest after he walked out of a Canterbury Crown Court hearing in August.
He was arrested the following month in the Thanet area.
Adjei was also ordered to spend two years on extended licence after his release from jail as part of his sentence.",unreconstructable,A man has been jailed for four years for attacking a woman in her 20s in the street in Canterbury.,A man who sexually assaulted a woman in Canterbury has been jailed for eight years.,-0.16028785705566406,0.2084324061870575
32548354,"The song United We Stand brings together Ladysmith Black Mambazo from South Africa and Malian singer Salif Keita.
Lyrics include the line ""Africa is our home, make it a better place"".
At least seven people have died over a month of attacks on foreigners and foreign-owned property in South Africa.
African news at it happens: 1 May 2015
Ladysmith Black Mambazo singer Sibongiseni Shabalala told the BBC he was trying to send the message that ""Africa is for all of us"".
""You can't say you don't like the foreigners to stay in your country. This is not your country, this is our country.
""We are saying people should unite. If there's problems, people should sit down and talk.
""One day your child will want to go and live in Mali, Nigeria or Ghana but because of your decision today it will be very difficult for your future generation to be able to do the same.""
The song is playing on South African radio from Friday, will be premiered on TV on Friday evening and will be released on iTunes on Monday.",reconstructable,Two of Africa's most famous musicians have released a song against the recent violence against foreigners in South Africa.,Two of Africa's biggest musicians have come together to record a song in response to recent attacks on foreigners in South Africa.,-0.0507659912109375,0.21569649875164032
32649395,"Chief Secretary to the Treasury Danny Alexander, former Lib Dem leader Charles Kennedy and John Thurso were beaten by the SNP.
The turnout for the constituencies involved exceeded 70%.
The SNP's Angus MacNeil held his seat in Na h-Eileanan an Iar  - which covers the Western Isles - with 54% of the votes.
Mr Kennedy, who lost Ross, Skye and Lochaber to Ian Blackford, said the 2015 election's defeat of Lib Dems and Labour in Scotland would become known as the ""night of the long sgian dubhs"".
The former Lib Dem leader said: ""I am very fond of political history and tonight, if nothing else, we can all consider and reflect in years to come, and perhaps tell our grandchildren, we were there the night of the long sgian dubhs.""
His opponent Mr Blackford said the election in Scotland had not been about last year's referendum, but about ""sending MPs from Scotland who will stand up for"" Scotland's interests.
In Inverness, Nairn, Badenoch and Strathspey, Highland Council leader Drew Hendry gained almost 29,000 votes, a rise of more than 31% on the party's 2010 result to defeat Mr Alexander.
Mr Alexander said he had polled about as many votes as he had in 2010 but they had not been enough to get him re-elected.
He said the Liberal Democrats should hold their heads high for what they achieved in government, but conceded that ""clearly we have a lot of rebuilding to do"".
Mr Alexander added: ""The flame of Highland liberalism will keep burning and our job is to burn brighter in years to come.""
Lord Thurso lost Caithness, Sutherland and Easter Ross, a seat he had held since 2001, to the SNP's Paul Monaghan who won 46% of the vote.
The SNP's Mr MacNeil said his job now was to fight for the needs of the Western Isles and help his party's desire to end austerity.",reconstructable,High profile Liberal Democrats have lost three strongholds in the Highlands and Islands.,Three Scottish Liberal Democrat MPs have lost their seats in the general election.,0.09228515625,0.29114219546318054
32704019,"Spencer Vaughan, 27, of Campbell Road, Plymouth, suffered spinal damage after hitting his head on a sand bar in Gran Canaria while on a training course.
He is seeking damages from the MoD for not warning about the dangers of diving into shallow waters.
Mr Justice Davis will give his ruling at a later date.
Mr Vaughan, who comes from Cwmbran, South Wales, is now an incomplete tetraplegic following the accident in 2009 and gave evidence from his wheelchair at London's High Court.
Mr Vaughan insisted he was ""on duty"" when he walked into the sea to ""cool off"", executing a shallow, surface dive as the waters reached waist height.
Malcolm Sheehan QC, for the MoD, suggested to Mr Vaughan that he and his comrades were simply ""chilling out"" on the beach.
""It is unrealistic to say that you were on duty because you had a free choice about how to spend your time"", the barrister said.
The QC referred him to ""other accounts"" which suggested that he ""ran into the water and then carried out a Baywatch-style dive"".
Mr Vaughan agreed that he and his fellow marines were ""relaxing and chilling out"", but said their primary purpose was to exercise and to swim.
Mr Vaughan said he had walked carefully into the water to avoid a young family in front of him.
Mr Sheehan said he had ""every sympathy"" for Mr Vaughan's plight, but added: ""On the facts of this case there is no basis for a finding of negligence on the part of the MoD.""
Mr Justice William Davis has now reserved his judgment on the case and will give his ruling at a later date.",reconstructable,"A Royal Marine who is suing the Ministry of Defence for up to £8m, has denied that he broke his neck performing a ""Baywatch-style"" dive.","The Ministry of Defence (MoD) has told a High Court judge there is ""no basis"" for a finding of negligence in a case brought by a paralysed marine.",-0.48366546630859375,0.2161034345626831
32752492,"Highways England say the Â£6m layout changes on the Posthouse roundabout proved more difficult than anticipated.
Work began last summer and was expected to finish by March but it has now been pushed back to 28 June.
Wrexham MP Ian Lucas said the route was vital to the region's economy.
""Deadlines were set, missed, then extended, not once but again and again - and the level of information given to motorists has been very poor indeed,"" he said.
New Chester MP Chris Matheson added: ""The chaos these works have caused has been a real issue for Chester for months.""
A Highways England spokesperson said: ""We are doing everything we can to complete the A55/A483 scheme as quickly as possible.
""We have rescheduled the street lighting installation work to take place overnight in July, so that we are able to fully open the roundabout and start operating the traffic lights from Monday 29 June.""",reconstructable,"MPs are demanding highways officials explain why roadworks on the A55 and A483 on the Chester-Wrexham border have over-run, causing months of frustration and long hold-ups for motorists.",The completion of roadworks on the A55 in Wrexham and Chester has been delayed again.,-0.3939971923828125,0.207227885723114
32806866,"All 10 had their passports confiscated after they were detained at Montreal's Trudeau International Airport at the weekend.
Police said in a statement on Tuesday that none of the suspects had been charged, but investigations were ongoing.
Their families have been informed.
""These are very difficult times for the relatives and loved ones of the persons arrested, as the decision to leave the country was not that of the family, but of a single family member,"" the statement said.
""As a result, family members often find themselves at a complete loss and unable to understand the decision made by the youth.""
Police said they could not disclose the identity of the suspects or provide information about what led to their arrests.
Steven Blaney, Canada's public safety minister, commended the officers for their ""continued vigilance"" in protecting communities from ""the ongoing global terror threat"".
Canadian troops are part of a multinational coalition to halt the advance of IS militants in Iraq and Syria.
Prime Minister Stephen Harper announced in March that he planned to expand the mission and has since pledged $139m (Â£89m) to help alleviate the growing humanitarian crisis in the region.",unsure,Ten youths have been arrested by Canadian police on suspicion of planning to travel to Iraq and Syria to join Islamic State.,Canadian police have arrested 10 people suspected of trying to join so-called Islamic State (IS) in Syria.,-0.12471389770507812,0.20964209735393524
32840652,"Burials were held for 33 of the 84 people whose bodies have been recovered. Several local people are still missing.
Thousands of people gathered in the square outside the town's main church to pay their respects in front of a long row of coffins.
Rescue workers are still searching the local river for victims.
One resident of Salgar particularly hard hit is the city's cemetery worker who has prepared 15 graves for members of his own family - mostly cousins who died in the flood.
A spokesman for the national emergency authorities said he expected to end the search for victims on Thursday or Friday.
He said between 20 and 25 local people caught in the flood had not been accounted for.
Locals and firefighters have been searching a 40km-long (25 mile) stretch of land on the banks of the Liboriana river.
Most of the residents were asleep when the landslide hit at 03:00 local time (08:00 GMT) on Monday.
The landslide was triggered by heavy rains that sent torrents of water and mud crashing into the La Liboriana ravine, causing an overflow that destroyed the neighbourhood below.",reconstructable,A mass funeral has taken place in the Colombian town of Salgar for victims of a devastating mudslide on Monday.,Funerals have been held in the Argentine town of Salgar for dozens of people killed in a landslide on Monday.,-0.426849365234375,0.2040020376443863
33238472,"Friends, collaborators and fans have been paying tribute on their social media accounts.",unreconstructable,"James Horner, the Hollywood composer who wrote the Oscar-winning score for Titanic, has died in a California plane crash aged 61.","The world has been paying tribute to singer Ed Sheeran, who has died at the age of 22.",-0.9320487976074219,0.2001088261604309
33239138,"The man was airlifted to Royal Stoke University Hospital in Staffordshire after the collision on an unnamed road in Tanlan, Ffynnongroyw on Monday.
The bus driver and passengers were not hurt.
North Wales Police and the Health and Safety Executive are investigating the crash.",unreconstructable,A bin man is in a critical condition in hospital after being hit by a bus in Flintshire.,A pedestrian is in a critical condition in hospital after being hit by a bus in Gwynedd.,-0.7705307006835938,0.20515747368335724
33440328,"The Public Administration Committee said it would seek written evidence and publish an interim report before the summer recess later this month.
Eurosceptic Tories fear the rules are being amended to allow the government to campaign openly to stay in the EU.
But ministers say it is needed to allow them to continue their work.
The committee, headed by Conservative MP Bernard Jenkin, said the purdah probe would form the first part of a wide-ranging inquiry into the EU Referendum Bill, the proposed law that will authorise a referendum on the UK's membership of the EU by the end of 2017.
Mr Jenkin said he and his colleagues wanted to know why the government was planning to partially ""disapply"" the existing rules on government announcements in the four weeks leading up to the referendum.
The inquiry will focus on the existing rules, as set out in the 2000 Political Parties and Referendum Act, the government's case for amending them, how ministers plan to go about it and the impact it will have on the impartiality of the civil service.
In a vote on the issue last month, 27 Conservative MPs rebelled against their party, urging ministers to reinstate the full purdah period although the government won the vote after Labour abstained.
The government has said the existing rules would potentially prevent ministers from attending EU meetings and making decisions with a European dimension. They have insisted they will address MPs' concerns about this and other matters - such as the funding available to different sides and the length of the campaign itself - as the bill makes its way through the Commons.
The committee will publish its report on 22 July.",reconstructable,"Plans to relax so-called ""purdah rules"" on government announcements in the run-up to the EU referendum are to be the subject of a quickfire inquiry by MPs.","MPs have launched an inquiry into the government's plans to partially ""disapply"" so-called purdah rules ahead of the EU referendum.",-0.122039794921875,0.20671343803405762
33492092,"The former Rangers captain will join Killie on a three-year deal to team up with boss Gary Locke at Rugby Park.
McCulloch, 37, was deemed surplus to requirements at Ibrox after Rangers' new management team of Mark Warburton and David Weir arrived in June.
The former Wigan Athletic midfielder won three top-flight league titles and two Scottish Cups with Rangers.
McCulloch, who played many of his 46 games for Rangers last season in central defence, joins striker Kris Boyd and full-back Stevie Smith in making the move to Kilmarnock from Ibrox this summer.
Scotland international McCulloch was involved with Locke in Kilmarnock's preparations for Saturday's friendly against Berwick Rangers.
He joined Wigan from Motherwell in March 2001 and, after more than six years there, moved to Rangers for £2.25m.",unsure,"Lee McCulloch will sign for Kilmarnock in a player-coach role, his representative has confirmed.",Lee McCulloch has completed his move to Kilmarnock.,-0.12842559814453125,0.20602849125862122
33492125,"The discovery of the town lying along a hill-slope near Winterborne Kingston has been described as ""extremely significant"" by archaeologists.
Miles Russell, of Bournemouth University, said: ""What we've discovered is one of the earliest and largest open settlements in Britain.""
It is hoped the finds will show how life was before the Roman invasion.
Animal remains, a number of quern-stones used for grinding corn to make bread, weaving and metalworking materials were also uncovered.
Paul Cheetham, senior lecturer in archaeological sciences and project co-director, said: ""It exposes the myth that everyone lived in protected hill forts - these inhabitants lived in this fertile farmland, away from the traditional hill forts we are all used to hearing about.""
The students were taking part in the Durotriges Project, an archaeological field school run annually by the university, studying the transition from the late Iron Age to the early Roman period in southern England.
Students have uncovered Roman villas and skeletal remains during previous digs.",unsure,A pre-Roman town of 150 roundhouses has been found by university students during an archaeological dig in Dorset.,Archaeologists have unearthed the remains of a Roman town in Dorset.,-0.6210823059082031,0.207227885723114
33501270,"It is a joint venture between Lacuna Developments, based in Holywood, County Down, and the Welsh firm Watkin Jones.
They have bought the former Willis insurance offices, close to the junction with Botanic Avenue.
The same joint venture is currently converting the former Belfast Metropolitan College building at College Square East into student flats.
It is also planning a student development at the former Athletic Stores building in the city centre.
There are currently plans for more than 4,000 student 'beds' to be developed in Belfast over the next few years.
The latest application, which was filed last week, is for more than 700 units in a development on Donegall Street.
It will form part of the bigger Northside regeneration scheme which includes a hotel, social housing and commercial space.
Most of the planned student accommodation is on the northern edge of the city centre, close to the new campus of the Ulster University.
The latest Watkin Jones/ Lacuna plan is the first private sector scheme close to Queens University, Belfast.
The scheme represents an investment of around Â£10m and the developers are aiming to deliver it by September 2017.
It will be managed by Fresh Student Living, which is involved with the other two schemes.",unreconstructable,A student housing developer is planning to build around 150 apartments on the Dublin Road in south Belfast.,Plans have been lodged for more than 700 student accommodation units in Belfast city centre.,-0.5162200927734375,0.21486663818359375
33783751,"Laura Turner sent a series of lewd messages to one of her co-workers while on duty, the Health and Care Professionals Council tribunal heard.
Staff at the University Hospital of North Durham said her comments had a ""devastating"" effect on the department.
Ms Turner said she was ""disgusted"" with her actions.
During the hearing in Kennington, South London, one of the victims said in a statement she was angry and in disbelief and ""went to have a little cry"" after the incident.
Ms Turner's line manager Judith Allen described the messages as humiliating and degrading and said the department was shocked at the content and her ""unprofessional behaviour"".
Ms Turner, who did not attend the hearing, was dismissed after the Facebook comments were shared in March 2014.
Panel chairman Philip Geering said: ""The panel is of the view that the registrant's conduct fell well short of what would be proper in the circumstances and breached the standards of the HCPC.""
He said sending messages that were sexually explicit and degrading to her colleagues while on duty in a clinical setting made her actions ""even more unacceptable"".
During the tribunal, Ms Turner was described as having a ""cavalier"" attitude to patient confidentiality, after it was revealed she shared photographs with X-rays and patient notes visible in the background.
Mr Geering said her ""sufficiently serious"" actions posed a ""significant risk"" in undermining public confidence in the trust and in the health care profession.
Ms Turner accepted writing and sending the comments during an interview as part of an internal investigation, the hearing was told, but claimed she was ""easily led"" and said her colleague ""told me what to write"".
Mr Geering said she had failed to show ""meaningful remorse"" and was ""focused on the impact on her personally and the risk of losing her job"".",reconstructable,"A radiographer who ""humiliated"" her colleagues by posting sexually explicit comments on Facebook has been found guilty of professional misconduct.",A nurse who was sacked for posting sexually explicit comments on Facebook has been struck off.,-0.47906494140625,0.2336275577545166
33851240,"The 18-year-old will provide cover for Luke Daniels, who starts a three-match ban for his red card in the opening day defeat at Burton on Saturday.
Watson, who is yet to make his Tigers debut, could feature for the Iron in Tuesday's League Cup tie with Barnsley.
He tweetd: ""Delighted to have joined Scunthorpe on a month's loan. Looking forward to getting started tomorrow.""
Find all the latest football transfers on our dedicated page.",unsure,Scunthorpe United have signed Hull City goalkeeper Rory Watson on a 28-day emergency loan.,Scunthorpe United have signed Hull City goalkeeper Ben Watson on a month's loan.,0.000213623046875,0.19812604784965515
33978307,"The sign outside Chimes cafe in Machynlleth, Powys, says: ""The more you weigh, the harder you are to kidnap! Stay safe. Eat cake!!""
April, five, went missing on 1 October 2012 near her home, sparking the biggest search in UK history.
The cafe's owner said the sign was not meant to be distasteful or offensive.
She added the sign had been on ""display for many weeks"" and she had ""only received one comment"".
""April Jones's family have been in here recently, when the sign was up, and have not said anything,"" she said.
However, she admitted she could ""appreciate how others would interpret the message"", but believes those who have complained ""have taken it the wrong way"".
Machynlleth resident, Angharad Penrhyn Jones, took to Twitter to say: ""A sign outside a cafe in #Machynlleth: ""The more you weigh, the harder it is to get kidnapped. Eat cake!"" In view of #AprilJones, shocking.
""I went to talk to cafe owner and apparently the sign is 'humorous' and the kidnapping happened 'years ago', and I am being 'hypersensitive.'
Author and former parliamentary candidate, Mike Parker, said: ""I think the sign is totally inappropriate and my first thought was how distasteful it was considering what had happened previously in the town"".
The cafe is situated behind the landmark clock tower in Machynlleth, which played a prominent visual role during the search for April when a large pink ribbon was placed on the railings outside.
Mark Bridger, 47, of Ceinws, Powys, was found guilty of abducting and murdering April in a sexually motivated attack and must spend the rest of his life behind bars.
Her remains have never been found.",reconstructable,A cafe owner has defended a sign urging people to eat cake to avoid being kidnapped in the town where April Jones was abducted and murdered in 2012.,"A cafe sign in memory of murdered schoolgirl April Jones has been criticised for being ""inappropriate"".",-0.8453369140625,0.22355937957763672
34023503,"Murray, 25, who has already secured Rio Olympic qualification, was down in 21st after the fencing round.
Strong swimming and run-shoot combined events helped her climb to ninth and reach Sunday's final in Bath.
She is joined by Great Britain team-mates Kate French, Freyja Prentice and Francesca Summers.
Britain will claim the maximum of two Olympic berths for the women's event if any of the GB athletes - other than Murray - can finish in the top eight in Sunday's final at the University of Bath.
""I sometimes struggle to find that spark and have the same adrenalin that I do in the final during qualification,"" said Murray, who was fourth in the women's team event alongside Mhairi Spence on Wednesday.
""Hopefully I can step things up at the weekend,"" she added.
World junior champion Summers, who won Youth Olympic silver in 2014, secured the last automatic qualification place in the first of the combined heats.
""I took lots of confidence from winning world junior gold in Mexico,"" she told BBC Sport.
""It's a big step-up in standard, but the target was to reach the final and I'm so happy I've done that.""
On Saturday Jamie Cooke, Tom Toolis and Joe Choong will compete in the men's final knowing a top-eight finish will attain them a Rio Olympic qualification.",unreconstructable,Olympic silver medallist Samantha Murray recovered from a difficult start to remain on course for a first individual European pentathlon title.,Britain's Kadeena Murray recovered from a poor start to reach the final of the women's 50m freestyle event at the European Championships.,-0.09759521484375,0.21363496780395508
34032795,"The skull of an adult male was found by the M54 slip road on Thursday by workers surveying a roundabout near Telford.
The find sparked a West Mercia Police inquiry and led to the discovery of ""further skeletal remains"".
The remains have now been recovered and post-mortem tests on Tuesday will help to identify him, police said.
Officers said the remains had been there for at least two years.
Police have contacted neighbouring forces asking for information about people who had been reported missing.",reconstructable,A post-mortem examination is to take place on human remains found near a motorway slip road in Shropshire.,"Human remains have been found on a motorway slip road, police have said.",-0.377777099609375,0.20957235991954803
34032798,"Police said the boy was badly injured in the incident, after being struck in Coatbridge.
Emergency crews were called the scene on the town's Bank Street near Langloan Primary School at about 16:40.
The boy was taken to Queen Elizabeth University Hospital, in Glasgow, where his condition is believed to be serious.",unreconstructable,A nine-year-old boy is being treated in hospital after being hit by a vehicle in North Lanarkshire on Saturday.,A five-year-old boy is in a serious condition in hospital after being hit by a car in North Lanarkshire.,0.0017528533935546875,0.20246122777462006
34041727,"Adrian Fatchett, 52, was injured at a house in Highfield Avenue, Athersley South, said South Yorkshire Police.
Mr Fatchett died on Saturday night despite being treated at the scene by paramedics, officers said.
A 17-year-old boy arrested on suspicion of murder has been bailed and investigations continue, said police.",unreconstructable,A man who died after he suffered a serious head injury at a party in Barnsley has been named.,A man has died after being stabbed in the chest in Sheffield.,-0.479339599609375,0.1984413117170334
34125832,"Private Derby XXX was promoted to the rank of lance corporal at an event in Chester marking eight years of the Mercian Regiment.
He was awarded his honour by the colonel of the regiment, Brigadier Andrew Williams.
The Swaledale ram, who is officially classed as a soldier, received his promotion for ""good behaviour"".
He is the 30th in a line of mascot rams running back to the Indian Mutiny War in the mid-19th Century.
The first Private Derby was acquired in 1858 by the 95th (Derbyshire) Regiment of Foot and became the mascot of the Mercian Regiment when it formed in 2007.
Lance Corporal Derby XXX joined the regiment in February 2014.
He has his own army number, gets paid to buy his rations and takes his holidays during the mating season on the Chatsworth Estate in Derbyshire.
During his career, Lance Corporal Derby XXX has also helped switch on the Christmas lights in Ashbourne and met Prince William at the unveiling of a memorial commemorating the 1914 Christmas Truce.",unsure,A sheep which is the mascot of a British Army regiment has been promoted at a ceremony marking its formation.,A soldier's pet sheep has been promoted to the rank of lance corporal.,-0.777099609375,0.2712094783782959
34162917,"The pavilion and green from Billingham's John Whitehead Park are to form part of the 1950s town in Beamish open air museum.
Once it is complete, visitors will be able to try their hand at bowls and discover stories of the popular leisure pursuit and wider community life.
The Â£10.7m 1950s development will also include an original house, shop and cinema from the era.
Beamish is also seeking people's memories of the bowling pavilion, and staff will be attending an open day at the Billingham Bowling Club on Sunday.
Geraldine Straker, of Beamish, said: ""We'll be telling the story of life in the region's tight-knit communities, and clubs such as this played an important part.
""We really want to hear people's memories of life in the 1950s, particularly any early memories of the bowling pavilion, and this will help shape the stories we share at Beamish.""",unreconstructable,A Teesside bowling club is being replicated at a County Durham museum.,Work has started on a new bowling pavilion in County Durham.,-0.82196044921875,0.21532462537288666
34173731,"North Wales Chief Constable Mark Polin said the police were likely to ""bear the brunt"" of further cuts to the Home Office budget by 2020.
Dyfed-Powys Commissioner Christopher Salmon has urged ministers to take rural needs into account when changing the police funding formula.
The Home Office has said no decisions have been taken beyond this year.
Mr Polin sent an email to North Wales force employees responding to a UK government statement that by 2020 the Home Office would have only half of the funds it had in 2010.
He said: ""The police service represents the largest slice of the Home Office budget and therefore it is a realistic assumption that we will bear the brunt of any such reduction.
""Indeed, a further cut of between 25% and 40% is being suggested and you won't need me to tell you how this would represent a significant challenge for us (and other forces) to achieve in addition to that we have already saved and plan to save.""
North Wales Police and Crime Commissioner Winston Roddick said the force had achieved ""tremendous success during a time of great challenge"".
""Further cuts are inevitable and will put greater pressure on staff and resources,"" he added.
Meanwhile his Dyfed-Powys counterpart Christopher Salmon - supported by three of the region's Conservative MPs - called for ""fair funding"" for rural areas in the current consultation over changes to the Police Allocation Formula, which the Home Office says needs updating.
In a letter to ministers, Mr Salmon and the MPs - Chris Davies, Glyn Davies and Simon Hart - claimed the new formula would favour heavily-populated urban centres and make little allowance for the extra costs associated with policing rural areas.
""We urge, on behalf of the people of Dyfed-Powys, that the government recognises the limitations of urban-based statistics in describing rural areas,"" the letter said.
""We also urge that the government does not neglect the additional cost of providing services to those areas, from additional fuel costs to the additional infrastructure required to maintain a reasonable emergency response.""",reconstructable,Senior figures at two Welsh police forces have raised fears about their funding in the coming years.,Police chiefs in north Wales and Dyfed-Powys have warned of further cuts to their budgets.,0.65667724609375,0.27019619941711426
34574717,"The Hemel Hempstead-born 37-year-old succeeds fellow Briton Ian Poulter, who hosted the 2015 event at Woburn.
This year's tournament was the first since 2008 and was won by Sheffield's Matthew Fitzpatrick.
The Grove has only ever held a European Tour event once before in its history - when Tiger Woods won a World Golf Championship tournament in 2006.
""We knew the British Masters would get great crowds,"" said Donald.
""The British people love coming out and supporting their events and supporting the British players. It was a fun and successful week.
""Woburn was a tremendous venue and Ian did a brilliant job as the ambassador. It's my turn next and I will be looking forward to coming back and hopefully having even more success and bringing even more people to this amazing tournament.""",reconstructable,Luke Donald will host the 2016 British Masters at The Grove in his home county of Hertfordshire.,Former world number one Luke Donald has been named as the new ambassador of the British Masters at Woburn.,-0.023220062255859375,0.2084324061870575
34586019,"Judges scored four restaurants selected to represent each town or city, assessing hygiene ratings and public votes.
The West Yorkshire city was praised for holding several curry-themed events, including a poppadom-eating challenge.
Glasgow finished second and Brighton came in third in the competition, which marks the end of National Curry Week.
Leicester and Birmingham finished fourth and fifth respectively.
The restaurants selected to represent Bradford were Aakash, Kiplings, Shimla Spice and Akbar's.
Patricia Tillotson, of Visit Bradford, said: ""Winning the hotly-contested competition this many times in a row has never been done before.
""Our entry has created a real sense of community cohesion, which ultimately is what the Curry Capital of Britain competition is all about.""
Our love affair with curry
See: BBC Food - Curry recipes
The curry capital title was first awarded in 2001. It was won by Bradford in 2004 in addition to  2011-2014.",unsure,Bradford has been named Curry Capital of Britain for a record-breaking fifth year in a row.,Bradford has been named Curry Capital of Britain for the third year running.,-0.08739471435546875,0.2124084234237671
